,Country,Year,Total GHG Emissions Including Land-Use Change and Forestry (MtCO_e_),GDP-USD (Million US$ (2005)),Population (People),GHG per Capita,GDP per Capita
405,Chad,1992.0,34.17,2855,6338934.0,5.39,450.39
406,Chile,1992.0,37.19,66019,13706485.0,2.71,4816.63
407,China,1992.0,3306.65,655168,1164970000.0,2.84,562.39
408,Colombia,1992.0,167.89,101345,34608171.0,4.85,2928.35
409,Comoros,1992.0,0.42,286,433286.0,0.98,660.07
410,"Congo, Dem. Rep.",1992.0,200.42,14473,37731020.0,5.31,383.58
411,"Congo, Rep.",1992.0,16.0,4550,2511819.0,6.37,1811.44
412,Cook Islands,1992.0,0.07,102,18682.0,3.83,5459.80
413,Costa Rica,1992.0,15.8,10989,3233568.0,4.88,3398.41
414,Cote d'Ivoire,1992.0,18.87,13582,12950995.0,1.46,1048.72
415,Croatia,1992.0,22.77,27832,4470000.0,5.09,6226.40
416,Cuba,1992.0,16.29,30433,10757891.0,1.51,2828.90
417,Cyprus,1992.0,5.84,10625,800660.0,7.30,13270.30
418,Czech Republic,1992.0,150.32,93888,10319123.0,14.57,9098.45
419,Denmark,1992.0,71.11,196304,5171370.0,13.75,37959.77
420,Djibouti,1992.0,0.97,701,629373.0,1.55,1113.81
421,Dominica,1992.0,0.1,291,70978.0,1.34,4099.86
422,Dominican Republic,1992.0,17.84,17682,7540421.0,2.37,2344.96
423,Ecuador,1992.0,111.62,28546,10598168.0,10.53,2693.48
424,Egypt,1992.0,131.96,52282,58370712.0,2.26,895.69
425,El Salvador,1992.0,9.33,10807,5511138.0,1.69,1960.94
426,Equatorial Guinea,1992.0,5.76,197,399625.0,14.41,492.96
427,Eritrea,1992.0,5.67,589,3331918.0,1.70,176.78
428,Estonia,1992.0,35.07,4321,1533091.0,22.88,2818.49
429,Ethiopia,1992.0,72.34,5868,51525658.0,1.40,113.89
430,European Union (15),1992.0,3649.3,10120528,369143471.0,9.89,27416.25
431,European Union (28),1992.0,4508.59,10631906,475841027.0,9.47,22343.40
432,Fiji,1992.0,1.31,2183,744340.0,1.76,2932.80
433,Finland,1992.0,49.05,130608,5041992.0,9.73,25904.05
434,France,1992.0,488.36,1693843,58849212.0,8.30,28782.76
435,Gabon,1992.0,7.61,6936,998823.0,7.62,6944.17
436,"Gambia, The",1992.0,3.72,415,979666.0,3.80,423.61
437,Georgia,1992.0,31.73,5217,4873500.0,6.51,1070.48
438,Germany,1992.0,1022.73,2448685,80624598.0,12.69,30371.44
439,Ghana,1992.0,49.61,6025,15471695.0,3.21,389.42
440,Greece,1992.0,96.92,166766,10369866.0,9.35,16081.79
441,Grenada,1992.0,1.6,418,97201.0,16.47,4300.37
442,Guatemala,1992.0,29.02,17020,9312915.0,3.12,1827.57
443,Guinea,1992.0,21.63,1824,6734242.0,3.21,270.85
444,Guinea-Bissau,1992.0,2.88,538,1064691.0,2.71,505.31
445,Guyana,1992.0,6.48,565,723008.0,8.96,781.46
446,Haiti,1992.0,5.39,2297,7399862.0,0.73,310.41
447,Honduras,1992.0,51.56,6081,5180884.0,9.95,1173.74
448,Hungary,1992.0,79.64,75577,10369341.0,7.68,7288.51
449,Iceland,1992.0,2.87,10195,261057.0,11.00,39052.77
450,India,1992.0,1287.54,373347,903749636.0,1.42,413.11
451,Indonesia,1992.0,1103.85,175296,184916848.0,5.97,947.97
452,Iran,1992.0,324.31,119168,58307457.0,5.56,2043.79
453,Iraq,1992.0,135.06,16288,18547047.0,7.28,878.20
454,Ireland,1992.0,54.67,88027,3558430.0,15.36,24737.59
455,Israel,1992.0,47.3,71562,5123000.0,9.23,13968.77
456,Italy,1992.0,465.92,1537528,56797087.0,8.20,27070.54
457,Jamaica,1992.0,10.38,3531,2423044.0,4.28,1457.26
458,Japan,1992.0,1139.9,4011738,124229000.0,9.18,32293.09
459,Jordan,1992.0,20.07,6768,3733000.0,5.38,1813.02
460,Kazakhstan,1992.0,335.75,42346,16439095.0,20.42,2575.93
461,Kenya,1992.0,43.79,13102,25036941.0,1.75,523.31
462,Kiribati,1992.0,0.04,67,73434.0,0.50,912.38
463,"Korea, Dem. Rep. (North)",1992.0,144.99,12458,20838090.0,6.96,597.85
464,"Korea, Rep. (South)",1992.0,314.97,439201,43747962.0,7.20,10039.35
465,Kuwait,1992.0,87.23,32521,2031231.0,42.95,16010.49
466,Kyrgyzstan,1992.0,21.14,2434,4515400.0,4.68,539.04
467,Laos,1992.0,27.96,1222,4497827.0,6.22,271.69
468,Latvia,1992.0,25.86,8541,2614338.0,9.89,3266.98
469,Lebanon,1992.0,9.25,13151,2821868.0,3.28,4660.39
470,Lesotho,1992.0,1.98,909,1660360.0,1.19,547.47
471,Liberia,1992.0,16.0,207,2028672.0,7.89,102.04
472,Libya,1992.0,90.26,33881,4459214.0,20.24,7597.98
473,Lithuania,1992.0,37.6,18474,3700114.0,10.16,4992.82
474,Luxembourg,1992.0,8.02,21516,392175.0,20.45,54863.26
475,"Macedonia, FYR",1992.0,11.3,5322,1993080.0,5.67,2670.24
476,Madagascar,1992.0,59.1,3595,12263899.0,4.82,293.14
477,Malawi,1992.0,14.05,1800,9759434.0,1.44,184.44
478,Malaysia,1992.0,-117.03,68361,19205112.0,-6.09,3559.52
479,Maldives,1992.0,0.3,285,227863.0,1.32,1250.75
480,Mali,1992.0,23.44,2890,8322743.0,2.82,347.24
481,Malta,1992.0,2.42,3796,361260.0,6.69,10507.67
482,Mauritania,1992.0,9.42,1193,2140957.0,4.40,557.23
483,Mauritius,1992.0,2.31,3577,1084441.0,2.13,3298.47
484,Mexico,1992.0,497.5,606687,89757916.0,5.54,6759.15
485,Moldova,1992.0,26.66,3550,3709000.0,7.19,957.13
486,Mongolia,1992.0,54.37,1531,2243525.0,24.23,682.41
487,Montenegro,1992.0,3.54,1567,616630.0,5.74,2541.23
488,Morocco,1992.0,32.8,36829,25569662.0,1.28,1440.34
489,Mozambique,1992.0,55.08,2524,14350459.0,3.84,175.88
490,Myanmar,1992.0,166.95,5974,43422423.0,3.84,137.58
491,Namibia,1992.0,16.55,4617,1513689.0,10.93,3050.16
492,Nauru,1992.0,0.15,43,10030.0,14.62,4287.14
493,Nepal,1992.0,54.55,4682,19050879.0,2.86,245.76
494,Netherlands,1992.0,218.54,482839,15184166.0,14.39,31798.85
495,New Zealand,1992.0,46.95,68893,3531700.0,13.29,19507.04
496,Nicaragua,1992.0,37.54,3886,4342319.0,8.64,894.91
497,Niger,1992.0,18.83,2250,8270248.0,2.28,272.06
498,Nigeria,1992.0,403.37,56314,100592242.0,4.01,559.82
499,Niue,1992.0,0.05,9.23,2258.0,23.56,4087.69
500,Norway,1992.0,33.14,202322,4286401.0,7.73,47200.90
501,Oman,1992.0,45.58,21801,1965586.0,23.19,11091.35
502,Pakistan,1992.0,187.53,65987,117291344.0,1.60,562.59
503,Palau,1992.0,-0.01,153,15894.0,-0.69,9626.27
504,Panama,1992.0,27.16,9049,2592117.0,10.48,3490.97
505,Papua New Guinea,1992.0,98.06,3652,4369087.0,22.44,835.87
506,Paraguay,1992.0,92.53,6593,4470934.0,20.70,1474.64
507,Peru,1992.0,89.38,42142,22649612.0,3.95,1860.61
508,Philippines,1992.0,86.59,61949,64996507.0,1.33,953.11
509,Poland,1992.0,384.64,172963,38363667.0,10.03,4508.51
510,Portugal,1992.0,64.11,150042,9952494.0,6.44,15075.82
511,Qatar,1992.0,18.48,16789,489606.0,37.74,34290.84
512,Romania,1992.0,186.26,70378,22794284.0,8.17,3087.53
513,Russian Federation,1992.0,2831.5,684178,148689000.0,19.04,4601.40
514,Rwanda,1992.0,12.8,1792,6545100.0,1.96,273.79
515,Saint Kitts & Nevis,1992.0,0.11,317,41360.0,2.68,7664.41
516,Saint Lucia,1992.0,0.67,675,141934.0,4.72,4755.73
517,Saint Vincent & Grenadines,1992.0,0.08,361,108001.0,0.70,3342.56
518,Samoa,1992.0,-0.46,279,165568.0,-2.75,1685.11
519,Sao Tome & Principe,1992.0,0.1,81,122929.0,0.81,658.92
520,Saudi Arabia,1992.0,224.35,225790,17263613.0,13.00,13078.95
521,Senegal,1992.0,22.46,5314,7990968.0,2.81,665.00
522,Serbia,1992.0,34.98,18012,7646424.0,4.57,2355.61
523,Seychelles,1992.0,0.22,676,71657.0,3.13,9433.83
524,Sierra Leone,1992.0,9.49,1227,4031730.0,2.35,304.34
525,Singapore,1992.0,34.92,57627,3230700.0,10.81,17837.31
526,Slovakia,1992.0,53.34,35976,5305016.0,10.05,6781.51
527,Slovenia,1992.0,15.93,23876,1996498.0,7.98,11958.94
528,Solomon Islands,1992.0,2.06,368,329984.0,6.24,1115.21
529,South Africa,1992.0,311.35,172806,36690739.0,8.49,4709.80
530,Spain,1992.0,256.07,770073,39067745.0,6.55,19711.22
531,Sri Lanka,1992.0,32.8,13195,17426000.0,1.88,757.20
532,Sudan,1992.0,148.77,12973,21771781.0,6.83,595.86
533,Suriname,1992.0,5.53,1302,418700.0,13.21,3109.63
534,Swaziland,1992.0,2.04,1828,907947.0,2.24,2013.33
535,Sweden,1992.0,73.96,270349,8668067.0,8.53,31189.08
536,Switzerland,1992.0,51.4,332574,6875364.0,7.48,48371.84
537,Syria,1992.0,59.28,16914,13187960.0,4.49,1282.53
538,Tajikistan,1992.0,13.03,2511,5523207.0,2.36,454.63
539,Tanzania,1992.0,145.61,7653,27236099.0,5.35,280.99
540,Thailand,1992.0,187.75,104337,57661001.0,3.26,1809.49
541,Togo,1992.0,11.44,1537,3985364.0,2.87,385.66
542,Tonga,1992.0,0.22,188,95443.0,2.35,1969.76
543,Trinidad & Tobago,1992.0,16.96,8102,1237486.0,13.71,6547.14
544,Tunisia,1992.0,20.42,18580,8489900.0,2.40,2188.48
545,Turkey,1992.0,199.57,286347,55815175.0,3.58,5130.27
546,Turkmenistan,1992.0,51.9,6522,3881973.0,13.37,1680.07
547,Uganda,1992.0,33.87,3783,18788440.0,1.80,201.35
548,Ukraine,1992.0,751.26,113334,52150266.0,14.41,2173.22
549,United Arab Emirates,1992.0,78.96,91994,2012977.0,39.22,45700.47
550,United Kingdom,1992.0,726.93,1634506,57580402.0,12.62,28386.50
551,United States,1992.0,5682.55,8516218,256514000.0,22.15,33199.82
552,Uruguay,1992.0,7.92,13761,3154657.0,2.51,4362.12
553,Uzbekistan,1992.0,191.36,9916,21449000.0,8.92,462.31
554,Vanuatu,1992.0,0.51,286,155242.0,3.31,1842.28
555,Venezuela,1992.0,294.44,121402,20691641.0,14.23,5867.20
556,Vietnam,1992.0,28.36,22900,68450100.0,0.41,334.55
558,Yemen,1992.0,14.31,9038,13040955.0,1.10,693.05
559,Zambia,1992.0,115.82,5143,8229480.0,14.07,624.95
560,Zimbabwe,1992.0,71.74,6816,10981267.0,6.53,620.69
561,Afghanistan,1993.0,14.07,"2,664",15175325.0,0.93,175.55
562,Albania,1993.0,6.68,4025,3227287.0,2.07,1247.18
563,Algeria,1993.0,101.82,65742,28157560.0,3.62,2334.79
564,Angola,1993.0,109.56,11074,11372156.0,9.63,973.78
565,Antigua & Barbuda,1993.0,0.43,650,64868.0,6.64,10020.35
566,Argentina,1993.0,312.49,172952,33961947.0,9.20,5092.52
567,Armenia,1993.0,9.19,1904,3369673.0,2.73,565.04
568,Australia,1993.0,497.09,444303,17667000.0,28.14,25148.75
569,Austria,1993.0,61.01,236802,7905633.0,7.72,29953.58
570,Azerbaijan,1993.0,70.39,7061,7495000.0,9.39,942.09
571,"Bahamas, The",1993.0,0.66,5305,271105.0,2.44,19568.06
572,Bahrain,1993.0,17.95,9696,535711.0,33.50,18099.31
573,Bangladesh,1993.0,122.69,32866,114897543.0,1.07,286.05
574,Barbados,1993.0,2.94,2952,261714.0,11.25,11279.49
575,Belarus,1993.0,102.87,19583,10239000.0,10.05,1912.59
576,Belgium,1993.0,140.22,291054,10084475.0,13.90,28861.59
577,Belize,1993.0,11.04,637,198420.0,55.66,3210.36
578,Benin,1993.0,20.45,2601,5582420.0,3.66,465.93
579,Bhutan,1993.0,-5.41,366,519056.0,-10.43,705.13
580,Bolivia,1993.0,109.39,6321,7292745.0,15.00,866.75
581,Bosnia & Herzegovina,1993.0,6.08,3631,3882548.0,1.57,935.21
582,Botswana,1993.0,22.73,5819,1505303.0,15.10,3865.67
583,Brazil,1993.0,1642.26,632932,157011131.0,10.46,4031.13
584,Brunei,1993.0,15.05,7472,279652.0,53.83,26718.92
585,Bulgaria,1993.0,62.48,20847,8472313.0,7.37,2460.60
586,Burkina Faso,1993.0,24.86,2704,9552473.0,2.60,283.07
587,Burundi,1993.0,7.77,1217,6003704.0,1.29,202.71
588,Cambodia,1993.0,43.35,2437,10077404.0,4.30,241.83
589,Cameroon,1993.0,191.33,10356,13169247.0,14.53,786.38
590,Canada,1993.0,620.05,784576,28833410.0,21.50,27210.66
591,Cape Verde,1993.0,-0.26,306,379100.0,-0.70,807.17
592,Central African Republic,1993.0,54.35,1025,3125144.0,17.39,327.98
593,Chad,1993.0,34.34,2406,6542419.0,5.25,367.75
594,Chile,1993.0,38.31,70631,13958378.0,2.74,5060.12
595,China,1993.0,3525.61,746658,1178440000.0,2.99,633.60
596,Colombia,1993.0,174.74,103743,35260456.0,4.96,2942.19
597,Comoros,1993.0,0.43,294,443820.0,0.98,662.43
598,"Congo, Dem. Rep.",1993.0,200.46,12524,39257294.0,5.11,319.02
599,"Congo, Rep.",1993.0,15.99,4505,2578424.0,6.20,1747.19
600,Cook Islands,1993.0,0.05,104,18926.0,2.87,5495.09
601,Costa Rica,1993.0,15.85,11803,3312307.0,4.79,3563.38
602,Cote d'Ivoire,1993.0,19.47,13555,13375363.0,1.46,1013.43
603,Croatia,1993.0,11.28,28432,4640000.0,2.43,6127.59
604,Cuba,1993.0,12.2,25905,10821551.0,1.13,2393.83
605,Cyprus,1993.0,6.03,10700,818814.0,7.36,13067.68
606,Czech Republic,1993.0,152.73,93946,10329855.0,14.79,9094.61
607,Denmark,1993.0,73.76,196128,5188628.0,14.22,37799.59
608,Djibouti,1993.0,1.0,655,641900.0,1.56,1020.41
609,Dominica,1993.0,0.13,295,71205.0,1.76,4142.97
610,Dominican Republic,1993.0,17.86,18959,7688196.0,2.32,2465.99
611,Ecuador,1993.0,111.37,29109,10836327.0,10.28,2686.24
612,Egypt,1993.0,133.68,53799,59307778.0,2.25,907.12
613,El Salvador,1993.0,9.92,11603,5597322.0,1.77,2072.96
614,Equatorial Guinea,1993.0,6.61,219,413387.0,15.99,529.77
615,Eritrea,1993.0,5.79,668,3344626.0,1.73,199.72
616,Estonia,1993.0,30.11,1788,1494128.0,20.15,1196.68
617,Ethiopia,1993.0,76.04,6639,53357867.0,1.43,124.42
618,European Union (15),1993.0,3584.4,10104254,370659322.0,9.67,27260.22
619,European Union (28),1993.0,4583.45,10619976,477284301.0,9.60,22250.84
620,Fiji,1993.0,1.42,2230,754923.0,1.88,2953.94
621,Finland,1993.0,49.88,129648,5066447.0,9.85,25589.53
622,France,1993.0,468.17,1683466,59105073.0,7.92,28482.60
623,Gabon,1993.0,7.76,7209,1025559.0,7.57,7029.34
624,"Gambia, The",1993.0,3.84,427,1008242.0,3.81,423.51
625,Georgia,1993.0,21.86,3689,4911100.0,4.45,751.16
626,Germany,1993.0,1011.42,2425295,81156363.0,12.46,29884.22
627,Ghana,1993.0,49.9,6317,15907265.0,3.14,397.11
628,Greece,1993.0,97.75,164098,10465528.0,9.34,15679.86
629,Grenada,1993.0,1.62,407,98302.0,16.43,4140.30
630,Guatemala,1993.0,29.59,17688,9532550.0,3.10,1855.54
631,Guinea,1993.0,21.98,1916,7136110.0,3.08,268.49
632,Guinea-Bissau,1993.0,2.92,549,1089235.0,2.68,504.02
633,Guyana,1993.0,6.58,611,724014.0,9.09,843.91
634,Haiti,1993.0,5.03,1878,7544982.0,0.67,248.91
635,Honduras,1993.0,51.46,6460,5319841.0,9.67,1214.32
636,Hungary,1993.0,79.22,75141,10357523.0,7.65,7254.73
637,Iceland,1993.0,2.85,10328,263725.0,10.79,39162.01
638,India,1993.0,1319.93,391084,921107534.0,1.43,424.58
639,Indonesia,1993.0,1141.17,188012,188019278.0,6.07,999.96
640,Iran,1993.0,323.88,117290,58982430.0,5.49,1988.56
641,Iraq,1993.0,145.13,21222,19123947.0,7.59,1109.71
642,Ireland,1993.0,55.3,90397,3576261.0,15.46,25276.96
643,Israel,1993.0,52.07,75539,5261000.0,9.90,14358.30
644,Italy,1993.0,456.99,1524416,56831821.0,8.04,26823.28
645,Jamaica,1993.0,10.57,5405,2441024.0,4.33,2214.23
646,Japan,1993.0,1137.75,4018601,124536000.0,9.14,32268.59
647,Jordan,1993.0,20.56,7082,3906000.0,5.26,1813.11
648,Kazakhstan,1993.0,293.12,38450,16330419.0,17.95,2354.50
649,Kenya,1993.0,43.55,13148,25839132.0,1.69,508.84
650,Kiribati,1993.0,0.04,69,74395.0,0.50,927.48
651,"Korea, Dem. Rep. (North)",1993.0,136.31,10744,21166238.0,6.44,507.60
652,"Korea, Rep. (South)",1993.0,344.11,467000,44194628.0,7.79,10566.90
653,Kuwait,1993.0,100.9,43575,1854323.0,54.41,23499.14
654,Kyrgyzstan,1993.0,14.29,2058,4516700.0,3.16,455.64
655,Laos,1993.0,27.99,1294,4625861.0,6.05,279.73
656,Latvia,1993.0,8.22,8116,2563290.0,3.21,3166.24
657,Lebanon,1993.0,13.32,14072,2900862.0,4.59,4850.97
658,Lesotho,1993.0,1.96,939,1693459.0,1.16,554.49
659,Liberia,1993.0,15.99,139,2006349.0,7.97,69.28
660,Libya,1993.0,90.9,30657,4558021.0,19.94,6725.95
661,Lithuania,1993.0,27.45,15476,3682613.0,7.45,4202.45
662,Luxembourg,1993.0,8.15,22420,397475.0,20.50,56406.06
663,"Macedonia, FYR",1993.0,10.85,4925,1978999.0,5.48,2488.63
664,Madagascar,1993.0,59.41,3671,12643864.0,4.70,290.34
665,Malawi,1993.0,13.58,1975,9800635.0,1.39,201.52
666,Malaysia,1993.0,-109.48,75125,19701410.0,-5.56,3813.18
667,Maldives,1993.0,0.27,322,233611.0,1.13,1378.36
668,Mali,1993.0,23.63,2828,8535338.0,2.77,331.33
669,Malta,1993.0,3.05,3966,364704.0,8.37,10874.57
670,Mauritania,1993.0,9.58,1263,2202966.0,4.35,573.32
671,Mauritius,1993.0,2.45,3759,1097374.0,2.24,3425.45
672,Mexico,1993.0,502.58,631327,91653826.0,5.48,6888.17
673,Moldova,1993.0,22.07,3508,3705000.0,5.96,946.83
674,Mongolia,1993.0,53.21,1483,2263224.0,23.51,655.26
675,Montenegro,1993.0,3.43,1465,616282.0,5.57,2377.16
676,Morocco,1993.0,32.51,36460,26000345.0,1.25,1402.29
677,Mozambique,1993.0,55.43,2743,14893218.0,3.72,184.18
678,Myanmar,1993.0,169.51,6486,44052710.0,3.85,147.23
679,Namibia,1993.0,16.56,4544,1559480.0,10.62,2913.79
680,Nauru,1993.0,0.14,37,10237.0,13.98,3614.34
681,Nepal,1993.0,56.05,4863,19551500.0,2.87,248.73
682,Netherlands,1993.0,222.52,488911,15290368.0,14.55,31975.10
683,New Zealand,1993.0,46.43,73300,3572200.0,13.00,20519.57
684,Nicaragua,1993.0,38.14,3871,4450371.0,8.57,869.82
685,Niger,1993.0,19.4,2283,8552812.0,2.27,266.93
686,Nigeria,1993.0,402.98,57491,103144749.0,3.91,557.38
687,Niue,1993.0,0.05,9.32,2236.0,23.52,4168.16
688,Norway,1993.0,33.8,207960,4311991.0,7.84,48228.30
689,Oman,1993.0,46.19,23119,2043912.0,22.60,11311.15
690,Pakistan,1993.0,195.6,67147,120336722.0,1.63,557.99
691,Palau,1993.0,-0.01,134,16345.0,-0.88,8198.23
692,Panama,1993.0,27.42,9543,2645922.0,10.36,3606.68
693,Papua New Guinea,1993.0,98.83,4317,4480243.0,22.06,963.56
694,Paraguay,1993.0,94.5,6919,4581390.0,20.63,1510.24
695,Peru,1993.0,90.86,44352,23081735.0,3.94,1921.52
696,Philippines,1993.0,91.94,63260,66517085.0,1.38,951.03
697,Poland,1993.0,384.79,179429,38461408.0,10.00,4665.17
698,Portugal,1993.0,62.93,146976,9964675.0,6.32,14749.70
699,Qatar,1993.0,19.41,17032,491996.0,39.45,34618.17
700,Romania,1993.0,173.03,71441,22763280.0,7.60,3138.43
701,Russian Federation,1993.0,2735.36,624870,148520000.0,18.42,4207.31
702,Rwanda,1993.0,12.93,1647,6066268.0,2.13,271.50
703,Saint Kitts & Nevis,1993.0,0.12,338,41836.0,2.97,8079.17
704,Saint Lucia,1993.0,0.7,692,143592.0,4.86,4819.21
705,Saint Vincent & Grenadines,1993.0,0.1,362,108097.0,0.90,3348.84
706,Samoa,1993.0,-0.45,291,167206.0,-2.70,1740.37
707,Sao Tome & Principe,1993.0,0.1,83,125628.0,0.81,660.68
708,Saudi Arabia,1993.0,232.65,225849,17758096.0,13.10,12718.09
709,Senegal,1993.0,22.7,5383,8234586.0,2.76,653.71
710,Serbia,1993.0,35.42,18123,7699307.0,4.60,2353.85
711,Seychelles,1993.0,0.22,718,72711.0,3.05,9874.71
712,Sierra Leone,1993.0,9.57,1243,3991434.0,2.40,311.42
713,Singapore,1993.0,40.45,64276,3313500.0,12.21,19398.22
714,Slovakia,1993.0,52.92,36660,5325305.0,9.94,6884.11
715,Slovenia,1993.0,7.74,24654,1991746.0,3.89,12378.08
716,Solomon Islands,1993.0,2.06,382,339490.0,6.07,1125.22
717,South Africa,1993.0,318.89,174938,37473796.0,8.51,4668.28
718,Spain,1993.0,241.77,762130,39189400.0,6.17,19447.35
719,Sri Lanka,1993.0,32.91,14105,17646000.0,1.86,799.33
720,Sudan,1993.0,152.05,13565,22745490.0,6.68,596.38
721,Suriname,1993.0,5.52,1208,424326.0,13.01,2846.87
722,Swaziland,1993.0,1.76,1885,926224.0,1.90,2035.14
723,Sweden,1993.0,73.79,264764,8718561.0,8.46,30367.86
724,Switzerland,1993.0,48.87,332155,6938265.0,7.04,47872.92
725,Syria,1993.0,59.89,17790,13562742.0,4.42,1311.68
726,Tajikistan,1993.0,10.24,2099,5616797.0,1.82,373.70
727,Tanzania,1993.0,146.11,7745,28157055.0,5.19,275.06
728,Thailand,1993.0,204.73,112946,58069612.0,3.53,1945.01
729,Togo,1993.0,11.33,1305,4082422.0,2.77,319.66
730,Tonga,1993.0,0.24,195,95560.0,2.50,2040.60
731,Trinidad & Tobago,1993.0,17.38,7984,1244410.0,13.97,6415.89
732,Tunisia,1993.0,22.32,18987,8572200.0,2.60,2214.95
733,Turkey,1993.0,211.17,308256,56713073.0,3.72,5435.36
734,Turkmenistan,1993.0,50.53,6620,3991917.0,12.66,1658.35
735,Uganda,1993.0,34.3,4098,19430461.0,1.77,210.91
736,Ukraine,1993.0,602.62,97211,52179210.0,11.55,1863.02
737,United Arab Emirates,1993.0,82.07,93154,2121143.0,38.69,43916.89
738,United Kingdom,1993.0,709.1,1677748,57718614.0,12.29,29067.71
739,United States,1993.0,5811.11,8749737,259919000.0,22.36,33663.32
740,Uruguay,1993.0,8.31,14127,3177867.0,2.61,4445.43
741,Uzbekistan,1993.0,191.52,9687,21942000.0,8.73,441.48
742,Vanuatu,1993.0,0.54,288,159814.0,3.37,1802.09
743,Venezuela,1993.0,301.01,121737,21160262.0,14.23,5753.10
744,Vietnam,1993.0,35.13,24748,69644500.0,0.50,355.35
746,Yemen,1993.0,13.43,9400,13726827.0,0.98,684.79
747,Zambia,1993.0,114.94,5492,8423058.0,13.65,652.02
748,Zimbabwe,1993.0,68.48,6888,11210802.0,6.11,614.41
749,Afghanistan,1994.0,14.02,"2,115",16485018.0,0.85,128.30
750,Albania,1994.0,7.15,4359,3207536.0,2.23,1358.99
751,Algeria,1994.0,99.76,65151,28752749.0,3.47,2265.91
752,Angola,1994.0,110.63,11462,11743432.0,9.42,976.03
753,Antigua & Barbuda,1994.0,0.45,691,66550.0,6.70,10383.17
754,Argentina,1994.0,323.61,183045,34399343.0,9.41,5321.18
755,Armenia,1994.0,6.7,2007,3289943.0,2.04,610.04
756,Australia,1994.0,504.37,462274,17855000.0,28.25,25890.45
757,Austria,1994.0,60.66,242490,7936118.0,7.64,30555.24
758,Azerbaijan,1994.0,63.62,5670,7597000.0,8.37,746.35
759,"Bahamas, The",1994.0,0.65,5472,275820.0,2.37,19839.03
760,Bahrain,1994.0,18.34,9672,549170.0,33.40,17612.03
761,Bangladesh,1994.0,125.24,34209,117369492.0,1.07,291.46
762,Barbados,1994.0,2.61,3069,262441.0,9.94,11694.06
763,Belarus,1994.0,88.47,17292,10227000.0,8.65,1690.82
764,Belgium,1994.0,146.02,300446,10115603.0,14.44,29701.24
765,Belize,1994.0,11.18,638,202348.0,55.23,3152.98
766,Benin,1994.0,20.65,2654,5786794.0,3.57,458.63
767,Bhutan,1994.0,-5.4,384,511588.0,-10.55,750.60
768,Bolivia,1994.0,111.28,6616,7463773.0,14.91,886.41
769,Bosnia & Herzegovina,1994.0,-4.11,2088,3659409.0,-1.12,570.58
770,Botswana,1994.0,23.26,6030,1544865.0,15.06,3903.25
771,Brazil,1994.0,1661.75,666695,159432909.0,10.42,4181.66
772,Brunei,1994.0,15.45,7707,287370.0,53.78,26819.08
773,Bulgaria,1994.0,59.15,21226,8443591.0,7.00,2513.86
774,Burkina Faso,1994.0,25.29,2740,9816586.0,2.58,279.12
775,Burundi,1994.0,7.78,1171,6112449.0,1.27,191.58
776,Cambodia,1994.0,42.43,2658,10430268.0,4.07,254.84
777,Cameroon,1994.0,192.0,10569,13546948.0,14.17,780.18
778,Canada,1994.0,640.25,820306,29111906.0,21.99,28177.68
779,Cape Verde,1994.0,-0.26,364,389504.0,-0.66,934.52
780,Central African Republic,1994.0,55.18,1076,3200633.0,17.24,336.18
781,Chad,1994.0,34.51,2650,6755540.0,5.11,392.27
782,Chile,1994.0,42.57,74663,14204726.0,3.00,5256.21
783,China,1994.0,3691.72,844326,1191835000.0,3.10,708.43
784,Colombia,1994.0,177.11,109797,35915434.0,4.93,3057.10
785,Comoros,1994.0,0.43,279,454665.0,0.95,613.64
786,"Congo, Dem. Rep.",1994.0,200.45,12035,40711816.0,4.92,295.61
787,"Congo, Rep.",1994.0,15.88,4257,2647817.0,6.00,1607.74
788,Cook Islands,1994.0,0.08,106,19077.0,3.97,5556.43
789,Costa Rica,1994.0,16.26,12362,3393575.0,4.79,3642.77
790,Cote d'Ivoire,1994.0,20.48,13665,13798862.0,1.48,990.30
791,Croatia,1994.0,10.33,29123,4650000.0,2.22,6263.01
792,Cuba,1994.0,13.12,26091,10878823.0,1.21,2398.33
793,Cyprus,1994.0,6.24,11331,837166.0,7.45,13534.95
794,Czech Republic,1994.0,132.9,96679,10333587.0,12.86,9355.80
795,Denmark,1994.0,77.57,206965,5206180.0,14.90,39753.72
796,Djibouti,1994.0,1.02,649,652793.0,1.56,994.19
797,Dominica,1994.0,0.13,300,71372.0,1.86,4203.33
798,Dominican Republic,1994.0,19.75,19396,7834359.0,2.52,2475.76
799,Ecuador,1994.0,112.96,30348,11075454.0,10.20,2740.11
800,Egypt,1994.0,127.97,55936,60231864.0,2.12,928.68
801,El Salvador,1994.0,10.51,12305,5677743.0,1.85,2167.23
802,Equatorial Guinea,1994.0,6.59,255,427503.0,15.41,596.49
803,Eritrea,1994.0,6.51,810,3365933.0,1.93,240.65
804,Estonia,1994.0,29.3,2983,1462514.0,20.04,2039.64
805,Ethiopia,1994.0,90.26,6851,55199953.0,1.64,124.11
806,European Union (15),1994.0,3585.8,10388843,371815941.0,9.64,27940.82
807,European Union (28),1994.0,4531.38,10924022,478390618.0,9.47,22834.94
808,Fiji,1994.0,1.51,2343,765664.0,1.98,3060.09
809,Finland,1994.0,56.51,134756,5088333.0,11.11,26483.33
810,France,1994.0,465.41,1722950,59325793.0,7.84,29042.17
